    0.452873,   -0.451632,    0.551122,    0.535910,    0.039089,   -0.093255,    0.062845,  573.098247
    0.451299,   -0.452642,    0.549925,    0.537612,    0.039098,   -0.092697,    0.062555,  573.131696
    0.450536,   -0.453133,    0.549269,    0.538509,    0.039158,   -0.092889,    0.062650,  573.165140
    0.452849,   -0.450136,    0.552126,    0.536155,    0.038611,   -0.092154,    0.062605,  573.232007
    0.455143,   -0.449639,    0.552914,    0.533812,    0.037728,   -0.092127,    0.063396,  573.298894
    0.455740,   -0.450267,    0.552649,    0.533048,    0.037155,   -0.092450,    0.063684,  573.332386
    0.456483,   -0.450822,    0.552974,    0.531603,    0.036711,   -0.092800,    0.063696,  573.365772
    0.455094,   -0.453593,    0.550845,    0.532647,    0.036756,   -0.094070,    0.063991,  573.432650
    0.453963,   -0.455567,    0.548471,    0.534374,    0.037125,   -0.094559,    0.063968,  573.466093
    0.453605,   -0.456471,    0.546917,    0.535498,    0.037458,   -0.095000,    0.063337,  573.499539
    0.454817,   -0.454943,    0.547417,    0.535259,    0.037860,   -0.095239,    0.063129,  573.532976
    0.457777,   -0.452307,    0.548853,    0.533498,    0.037857,   -0.095529,    0.063057,  573.566409
    0.458636,   -0.452926,    0.548888,    0.532197,    0.037930,   -0.095550,    0.063059,  573.633289
    0.456161,   -0.455568,    0.547440,    0.533559,    0.037289,   -0.095525,    0.063481,  573.666732
    0.457286,   -0.457153,    0.544998,    0.533739,    0.037223,   -0.095342,    0.063644,  573.700166
    0.458083,   -0.455975,    0.545706,    0.533340,    0.037440,   -0.095156,    0.063538,  573.733612
    0.458484,   -0.455516,    0.546321,    0.532758,    0.038077,   -0.095069,    0.063810,  573.767053
    0.458594,   -0.455885,    0.546168,    0.532505,    0.038269,   -0.095460,    0.063998,  573.800490
    0.458793,   -0.457564,    0.544754,    0.532342,    0.038261,   -0.096098,    0.064394,  573.833939
    0.458739,   -0.460779,    0.542227,    0.532195,    0.038239,   -0.096959,    0.064892,  573.900812
    0.456527,   -0.462058,    0.541977,    0.533241,    0.038244,   -0.096860,    0.064981,  573.934254
    0.453669,   -0.462456,    0.542364,    0.534939,    0.038095,   -0.096571,    0.065067,  573.967700
    0.454043,   -0.460703,    0.544104,    0.534367,    0.038062,   -0.097223,    0.065005,  574.034575
    0.456002,   -0.460813,    0.544104,    0.532602,    0.038006,   -0.098151,    0.065248,  574.068009
    0.457103,   -0.461227,    0.543750,    0.531660,    0.037861,   -0.098407,    0.065676,  574.101451
    0.456046,   -0.460745,    0.544187,    0.532537,    0.037828,   -0.098278,    0.065754,  574.134878
    0.455058,   -0.460705,    0.544022,    0.533585,    0.037727,   -0.098504,    0.065643,  574.168323
    0.451365,   -0.462609,    0.543042,    0.536067,    0.037619,   -0.098761,    0.065320,  574.235191
    0.450265,   -0.461871,    0.544182,    0.536472,    0.037581,   -0.099072,    0.064974,  574.268639
    0.451525,   -0.460135,    0.545805,    0.535256,    0.037273,   -0.099490,    0.064562,  574.302087
    0.451805,   -0.458296,    0.547223,    0.535149,    0.037545,   -0.099402,    0.064173,  574.335528
    0.450981,   -0.458067,    0.547081,    0.536184,    0.037519,   -0.099437,    0.063850,  574.368965
    0.449397,   -0.460622,    0.544320,    0.538132,    0.037449,   -0.100065,    0.063861,  574.435853
    0.448259,   -0.459364,    0.545232,    0.539231,    0.037355,   -0.100143,    0.063889,  574.469291
    0.448268,   -0.456391,    0.547342,    0.539612,    0.037034,   -0.099242,    0.064184,  574.502732
    0.451589,   -0.454792,    0.547949,    0.537571,    0.037378,   -0.099178,    0.064302,  574.536167
    0.452938,   -0.454238,    0.547899,    0.536956,    0.037888,   -0.099175,    0.064359,  574.569597
    0.450145,   -0.455544,    0.545448,    0.540681,    0.037712,   -0.099454,    0.064270,  574.636469
    0.448901,   -0.456330,    0.545316,    0.541185,    0.037657,   -0.099844,    0.064182,  574.669910
    0.447227,   -0.456155,    0.547014,    0.541005,    0.037696,   -0.099762,    0.063924,  574.703361
    0.447248,   -0.453770,    0.549064,    0.540917,    0.037846,   -0.099424,    0.063609,  574.736793
    0.448033,   -0.452292,    0.548356,    0.542222,    0.037939,   -0.098618,    0.063589,  574.803677
    0.446293,   -0.453876,    0.546812,    0.543890,    0.037841,   -0.098930,    0.063796,  574.837115
    0.445071,   -0.455684,    0.545858,    0.544336,    0.037289,   -0.098285,    0.063848,  574.870549
    0.445876,   -0.456530,    0.546197,    0.542626,    0.037359,   -0.098700,    0.064188,  574.904004
    0.448077,   -0.455149,    0.547738,    0.540416,    0.037510,   -0.098880,    0.064480,  574.937424
    0.452200,   -0.452934,    0.548259,    0.538311,    0.037619,   -0.098338,    0.064961,  575.004302
    0.451193,   -0.454340,    0.546446,    0.539812,    0.037578,   -0.098440,    0.065082,  575.037747
    0.448086,   -0.456334,    0.544646,    0.542530,    0.037404,   -0.098618,    0.065166,  575.071190
    0.445353,   -0.457606,    0.544165,    0.544189,    0.036867,   -0.097936,    0.065101,  575.104624
    0.445473,   -0.457337,    0.545018,    0.543464,    0.037072,   -0.097794,    0.065215,  575.138072
    0.448677,   -0.452547,    0.548580,    0.541250,    0.038904,   -0.097326,    0.064408,  575.204941
    0.449441,   -0.451024,    0.548562,    0.541903,    0.039378,   -0.096876,    0.063945,  575.238387
    0.448406,   -0.451023,    0.547335,    0.543999,    0.039172,   -0.096759,    0.063853,  575.271858
    0.445757,   -0.452859,    0.545749,    0.546239,    0.038975,   -0.097594,    0.063887,  575.338701
    0.446125,   -0.454181,    0.545777,    0.544811,    0.039002,   -0.098217,    0.064504,  575.372150
    0.447468,   -0.455499,    0.545742,    0.542640,    0.039594,   -0.099698,    0.064834,  575.405589
    0.448344,   -0.456066,    0.545659,    0.541523,    0.039869,   -0.099833,    0.065229,  575.439029
    0.446116,   -0.455910,    0.543950,    0.545202,    0.040264,   -0.099868,    0.064598,  575.505903
    0.444362,   -0.456314,    0.543331,    0.546911,    0.040253,   -0.099986,    0.064402,  575.539348
    0.443195,   -0.455679,    0.544160,    0.547563,    0.040769,   -0.100670,    0.064308,  575.572827
    0.445953,   -0.454205,    0.545831,    0.544878,    0.041346,   -0.101226,    0.064548,  575.639687
    0.446706,   -0.454884,    0.545244,    0.544283,    0.041733,   -0.101224,    0.064275,  575.673123
    0.445190,   -0.455571,    0.544215,    0.545978,    0.041695,   -0.101672,    0.063988,  575.706577
    0.440777,   -0.456446,    0.544220,    0.548814,    0.041646,   -0.102268,    0.063460,  575.773448
    0.441556,   -0.455342,    0.545346,    0.547987,    0.041703,   -0.101777,    0.063376,  575.806884
    0.443867,   -0.452910,    0.546609,    0.546876,    0.041886,   -0.101705,    0.063534,  575.840322
    0.447445,   -0.451586,    0.545348,    0.546315,    0.042006,   -0.102770,    0.063506,  575.907213
    0.445031,   -0.453062,    0.543905,    0.548497,    0.041734,   -0.103282,    0.063493,  575.940618
    0.442303,   -0.455239,    0.543095,    0.549703,    0.041560,   -0.103725,    0.063600,  575.974065
    0.444116,   -0.454664,    0.544822,    0.547002,    0.041439,   -0.105018,    0.065244,  576.040970
    0.445973,   -0.452766,    0.545607,    0.546282,    0.041674,   -0.104799,    0.065127,  576.074403
    0.446129,   -0.452388,    0.545187,    0.546887,    0.041658,   -0.104587,    0.065199,  576.107820
    0.444865,   -0.453128,    0.544485,    0.548001,    0.041574,   -0.104597,    0.065259,  576.141323
    0.443253,   -0.454285,    0.545075,    0.547764,    0.041206,   -0.104832,    0.065714,  576.208500
    0.444547,   -0.453472,    0.545815,    0.546651,    0.041434,   -0.104881,    0.065926,  576.241585
