    0.553061,   -0.385348,    0.618724,    0.403498,    8.244440,   -8.728798,   -0.663547, 4952.279377
    0.554733,   -0.382881,    0.619713,    0.402031,    8.243627,   -8.729568,   -0.663905, 4952.312715
    0.555531,   -0.383059,    0.619024,    0.401822,    8.242731,   -8.730505,   -0.664116, 4952.346022
    0.555604,   -0.384030,    0.618217,    0.402037,    8.241652,   -8.730995,   -0.664423, 4952.379350
    0.555312,   -0.383855,    0.618510,    0.402155,    8.240582,   -8.731869,   -0.664699, 4952.412947
    0.555460,   -0.383043,    0.619217,    0.401637,    8.239491,   -8.732594,   -0.664954, 4952.446004
    0.555829,   -0.382485,    0.619754,    0.400830,    8.240443,   -8.734787,   -0.666481, 4952.479329
    0.556182,   -0.382274,    0.619953,    0.400232,    8.239503,   -8.735630,   -0.666601, 4952.512654
    0.556962,   -0.382021,    0.619853,    0.399545,    8.238690,   -8.736497,   -0.666602, 4952.545977
    0.557577,   -0.382221,    0.619355,    0.399267,    8.237462,   -8.737036,   -0.666693, 4952.579487
    0.558194,   -0.382758,    0.618421,    0.399338,    8.236905,   -8.737827,   -0.666631, 4952.612632
    0.559190,   -0.383257,    0.617476,    0.398930,    8.236448,   -8.738643,   -0.666553, 4952.646046
    0.559911,   -0.383088,    0.617156,    0.398573,    8.235375,   -8.738694,   -0.666149, 4952.679493
    0.560206,   -0.382721,    0.617181,    0.398473,    8.234902,   -8.739450,   -0.666314, 4952.712818
    0.560630,   -0.382221,    0.617232,    0.398279,    8.233665,   -8.740411,   -0.666002, 4952.745936
    0.560844,   -0.381649,    0.617485,    0.398132,    8.233098,   -8.741089,   -0.666252, 4952.779261
    0.559997,   -0.381147,    0.618272,    0.398585,    8.232509,   -8.741671,   -0.666615, 4952.812588
    0.559506,   -0.380761,    0.618724,    0.398941,    8.231756,   -8.742230,   -0.666921, 4952.845913
    0.558829,   -0.380319,    0.619153,    0.399647,    8.230150,   -8.741487,   -0.666534, 4952.879240
    0.558186,   -0.380659,    0.619236,    0.400092,    8.229529,   -8.741982,   -0.666856, 4952.912566
    0.557386,   -0.381118,    0.619605,    0.400200,    8.229021,   -8.742499,   -0.667139, 4952.945892
    0.556235,   -0.381448,    0.620309,    0.400397,    8.227478,   -8.742836,   -0.666199, 4952.979218
    0.555314,   -0.382167,    0.620573,    0.400580,    8.226913,   -8.743339,   -0.666328, 4953.012541
    0.554505,   -0.382984,    0.620618,    0.400849,    8.226397,   -8.743876,   -0.666446, 4953.045884
    0.553497,   -0.383733,    0.620804,    0.401238,    8.224876,   -8.743601,   -0.666717, 4953.079192
    0.552731,   -0.383679,    0.621451,    0.401345,    8.224639,   -8.744058,   -0.666979, 4953.112746
    0.552524,   -0.383236,    0.621985,    0.401226,    8.224493,   -8.744509,   -0.667252, 4953.145844
    0.552481,   -0.383441,    0.621689,    0.401549,    8.222562,   -8.745056,   -0.667397, 4953.179181
    0.552390,   -0.383374,    0.621470,    0.402074,    8.222329,   -8.745489,   -0.667604, 4953.212719
    0.551840,   -0.383278,    0.621671,    0.402611,    8.222123,   -8.745727,   -0.667804, 4953.245825
    0.551000,   -0.383712,    0.621679,    0.403335,    8.220222,   -8.745645,   -0.667564, 4953.279149
    0.551138,   -0.384733,    0.620859,    0.403437,    8.220168,   -8.745867,   -0.667614, 4953.312477
    0.551326,   -0.385204,    0.620557,    0.403196,    8.220242,   -8.746166,   -0.667614, 4953.345981
    0.551681,   -0.385389,    0.620450,    0.402697,    8.219865,   -8.745719,   -0.667728, 4953.379120
